tenure_months,monthly_spend,support_calls,promo_eligible,debt_ratio,age,is_international,churn
5.0,61.395684455998826,2.0,1.0,0.320152702258123,59.0,0.0,0
17.0,26.373368907853866,1.0,1.0,0.43222878987260177,59.0,1.0,0
56.0,35.86174765313764,3.0,1.0,0.22451678439545125,53.0,1.0,0
32.0,79.93963577125821,10.0,1.0,0.5952982328134294,65.0,0.0,1
25.0,75.6441183061875,3.0,0.0,0.18125835608791327,63.0,0.0,0
16.0,97.00197119532612,11.0,1.0,0.3075795583937442,66.0,1.0,1
28.0,166.93666631146465,10.0,1.0,0.22900873710881375,69.0,0.0,1
7.0,26.891574761387105,8.0,1.0,,32.0,1.0,0
27.0,75.93346507694216,2.0,1.0,0.37865255520160895,18.0,0.0,0
,97.40619518888141,4.0,0.0,0.12180522269243313,63.0,1.0,0
23.0,65.42581312510046,11.0,0.0,0.21649194484527332,80.0,1.0,1
30.0,73.53964992400222,2.0,0.0,0.34506214707215355,80.0,0.0,0
24.0,79.00632919543277,2.0,0.0,0.4197336495526408,54.0,0.0,0
25.0,72.84513210820501,11.0,1.0,0.4723331012498706,37.0,0.0,0
33.0,46.27495621902752,1.0,0.0,0.3919803416023066,59.0,1.0,0
66.0,120.53666330547898,11.0,0.0,0.3570509650548633,18.0,0.0,1
56.0,90.16828053472715,9.0,0.0,0.018386579786310357,58.0,0.0,0
,96.29448133011753,,0.0,0.5342926202875902,27.0,,0
33.0,79.67506041852192,6.0,,0.023023216555079554,52.0,1.0,0
1.0,72.17452507262942,2.0,1.0,0.3843856457539432,26.0,1.0,0
63.0,59.48133607424184,0.0,0.0,0.02893459811889719,18.0,0.0,0
67.0,94.12252651567482,4.0,1.0,0.2398642864603178,47.0,1.0,0
35.0,111.83224327877764,2.0,1.0,0.5103353123356518,70.0,1.0,0
35.0,37.770119788898484,0.0,0.0,0.3720688947113431,63.0,1.0,0
24.0,40.84071836104973,3.0,1.0,0.25417744867168957,42.0,1.0,0
53.0,62.375110303846185,7.0,0.0,0.3079370221952015,39.0,1.0,0
14.0,97.55920824599154,7.0,1.0,0.5368086852510016,50.0,1.0,1
21.0,94.84427693617022,0.0,0.0,0.5541228312110409,69.0,1.0,0
53.0,,8.0,1.0,0.07352153611330112,27.0,,1
39.0,121.37153807807542,4.0,1.0,0.14372777881313717,47.0,1.0,1
33.0,46.24751518946669,1.0,1.0,0.4650994119786448,56.0,0.0,0
48.0,79.50616270396816,10.0,1.0,0.44353445625553994,48.0,1.0,1
10.0,88.21080418954368,5.0,0.0,0.468841828722246,25.0,0.0,0
4.0,94.7999277915094,11.0,1.0,,,0.0,1
59.0,111.64224787985769,4.0,0.0,0.047660734311998895,21.0,0.0,0
66.0,106.06802446233374,0.0,1.0,0.18798624011736875,59.0,1.0,0
34.0,164.22805121161178,8.0,1.0,0.639808669950977,64.0,1.0,1
55.0,114.61872825413703,7.0,0.0,0.4898627810115281,24.0,0.0,0
6.0,30.78880340732473,2.0,0.0,0.031333606719519506,40.0,1.0,1
57.0,102.47789931781142,11.0,0.0,0.39936776211758335,19.0,0.0,1
16.0,93.56873334730186,11.0,1.0,0.15008542875037484,44.0,1.0,1
39.0,107.05150936337257,11.0,0.0,0.09342643169083792,63.0,0.0,1
66.0,100.93710822850731,8.0,1.0,0.18289960101326652,80.0,1.0,1
65.0,122.47638967557378,0.0,1.0,0.365472506922352,21.0,1.0,0
8.0,23.070509796816545,10.0,0.0,0.3833769099417923,76.0,0.0,1
35.0,153.3758709605127,2.0,1.0,0.17868132357006636,53.0,1.0,0
28.0,113.53210497261439,4.0,1.0,0.31181221707506374,37.0,0.0,0
7.0,139.82336820165924,2.0,0.0,0.2650674110551961,,0.0,0
52.0,57.841973137650264,1.0,0.0,0.43450097276675653,72.0,0.0,0
48.0,115.28656689368115,9.0,0.0,0.05047017351329024,51.0,0.0,0
18.0,88.9663370687083,1.0,1.0,0.2054803420057943,75.0,0.0,0
56.0,61.686710636399084,5.0,0.0,0.25709669890010267,52.0,1.0,0
1.0,140.1547918295763,9.0,1.0,0.3586083397804278,58.0,0.0,1
71.0,79.34546402523489,7.0,1.0,0.29335492167243993,51.0,1.0,0
11.0,74.86104149383951,7.0,1.0,0.274786329112276,69.0,0.0,1
69.0,126.54398050400829,9.0,1.0,0.3910212544633214,40.0,0.0,1
43.0,87.62200380878474,0.0,1.0,0.5306868503492951,26.0,1.0,0
63.0,152.39250828557437,1.0,1.0,0.22774473176076615,52.0,0.0,0
2.0,123.16007693547633,9.0,0.0,0.2780814929825661,60.0,1.0,1
12.0,69.43611510386224,10.0,0.0,0.3032905930781587,26.0,0.0,1
23.0,59.269558687515044,5.0,0.0,0.16127098646615784,66.0,0.0,0
9.0,65.21477175155027,,0.0,0.6434173050835097,61.0,1.0,0
12.0,116.27836186393694,7.0,0.0,0.3352288396652605,48.0,,1
26.0,131.44888655085816,0.0,1.0,0.23471843802412987,78.0,1.0,0
25.0,48.424726485047515,1.0,1.0,0.2779323151569611,53.0,0.0,0
48.0,61.06238677389136,1.0,0.0,0.2876495802115975,20.0,1.0,0
11.0,75.80377007632215,5.0,1.0,0.14272497696867853,41.0,1.0,0
33.0,37.242971111157644,6.0,1.0,0.21375753940377676,64.0,0.0,0
5.0,77.97533338811235,2.0,1.0,0.31272535563050596,25.0,1.0,0
61.0,112.94759254061458,2.0,0.0,0.2983818334227835,72.0,0.0,0
19.0,50.200162127864196,2.0,1.0,0.3469248744765668,59.0,0.0,0
23.0,66.48162495362865,9.0,0.0,0.4291785617604545,73.0,1.0,1
35.0,54.95739376223115,0.0,0.0,0.3073572106574226,34.0,0.0,0
54.0,100.95641262170012,3.0,0.0,0.38331019741104716,22.0,0.0,0
15.0,104.45096933505633,5.0,0.0,0.20574200748257726,26.0,1.0,0
42.0,100.12300641765141,9.0,0.0,0.3985810475540869,74.0,1.0,1
68.0,87.57637241945437,9.0,,0.16708974769999216,,0.0,0
28.0,27.031863735291125,0.0,0.0,0.16350932592941553,43.0,1.0,0
65.0,46.454990313389665,,1.0,0.3982708994600059,61.0,0.0,0
7.0,58.92611217904215,9.0,0.0,0.38670107190655834,79.0,1.0,1
59.0,82.33165183909328,7.0,1.0,0.557844694050863,47.0,1.0,1
9.0,56.990961842739495,11.0,1.0,0.44726724170355275,66.0,1.0,1
,133.3795495077687,8.0,0.0,0.4577425663839092,37.0,1.0,1
39.0,56.62361110442088,4.0,1.0,0.17568727016296634,32.0,0.0,0
16.0,66.04618205183222,4.0,0.0,0.34258236243644313,54.0,0.0,0
47.0,84.48113931425536,9.0,1.0,0.5000581346623125,43.0,1.0,1
27.0,50.36724170669222,7.0,0.0,0.23180099292088788,52.0,1.0,1
39.0,64.49896380715708,0.0,1.0,0.07032831617060398,59.0,0.0,0
42.0,72.98686355753928,2.0,1.0,0.04139359394327335,18.0,0.0,0
9.0,80.99406524668646,10.0,0.0,0.3531282093902241,29.0,0.0,1
47.0,128.36483657774778,11.0,1.0,0.38362559117137185,61.0,,1
46.0,68.14052304618744,1.0,1.0,0.08613369322084903,41.0,0.0,0
40.0,70.22559191151723,3.0,1.0,0.018018342725821063,31.0,0.0,0
1.0,106.49302277343139,3.0,1.0,0.33565954316253854,77.0,0.0,1
30.0,92.63945540394575,5.0,0.0,0.17467127708145674,53.0,1.0,1
49.0,44.3744023368484,5.0,1.0,0.33509930105547153,78.0,0.0,0
45.0,131.99340332259467,6.0,0.0,0.11270489910347714,61.0,0.0,1
3.0,59.039720276456535,9.0,1.0,0.3790689484341464,28.0,0.0,1
21.0,69.73631800084318,5.0,1.0,0.37748649958840774,78.0,0.0,1
29.0,113.20290856288341,11.0,0.0,0.21507818464728018,36.0,1.0,1
65.0,38.33165665822932,9.0,0.0,0.2839828622130613,75.0,1.0,1
51.0,123.5467050403523,10.0,0.0,0.5921453349634304,48.0,1.0,1
31.0,125.9834214202898,9.0,1.0,0.26537578078006135,,1.0,1
39.0,116.70192243280685,9.0,1.0,0.1829424385809976,33.0,0.0,1
45.0,,2.0,1.0,0.09868738730326651,41.0,1.0,0
19.0,83.40416408953968,8.0,1.0,0.02243397801217714,50.0,1.0,0
56.0,108.59269948198232,0.0,0.0,0.24954882591108618,61.0,1.0,0
68.0,110.47304111343631,6.0,0.0,0.2119754851491179,77.0,,1
62.0,65.0624002208656,4.0,0.0,0.15600277429485135,64.0,1.0,0
46.0,78.83647855828913,0.0,1.0,0.505741111586468,25.0,1.0,0
22.0,61.01308548627746,3.0,0.0,0.1324251379203717,32.0,0.0,0
24.0,90.20462915871073,6.0,0.0,0.5540461124914928,49.0,0.0,1
47.0,40.242856614172496,2.0,0.0,0.052266901173669625,31.0,1.0,0
63.0,115.13017771200332,6.0,1.0,0.15403384416737428,32.0,1.0,0
43.0,60.070751485988545,5.0,1.0,0.5639868096474686,65.0,0.0,1
49.0,87.41644487311083,4.0,1.0,0.32498734021116576,59.0,0.0,0
64.0,48.929577461704994,2.0,0.0,0.29507149853163317,37.0,0.0,0
3.0,128.1734669271667,9.0,0.0,0.23301479810289458,38.0,1.0,1
16.0,117.13156791885937,7.0,0.0,0.38394080051338736,42.0,1.0,1
44.0,52.073243951550346,4.0,1.0,0.13035278749740553,56.0,0.0,0
62.0,46.64460778503957,2.0,0.0,0.4462747376946192,41.0,0.0,0
3.0,73.16289215075683,3.0,0.0,0.2631101459863178,30.0,0.0,0
45.0,73.84839392398604,4.0,1.0,0.28217604299033533,34.0,0.0,0
37.0,78.20582446079155,0.0,0.0,0.4846970030381951,41.0,1.0,0
46.0,122.16073968738834,0.0,0.0,0.055639714538159205,24.0,1.0,0
16.0,61.52006781652838,11.0,1.0,0.10459762931348106,55.0,0.0,1
33.0,77.55611111513015,8.0,1.0,0.09134249711282412,78.0,0.0,1
10.0,76.05798483891601,0.0,0.0,0.31102693378144936,56.0,0.0,0
38.0,95.47959855498706,2.0,1.0,0.3818567478787025,51.0,1.0,0
29.0,89.77724160696489,10.0,1.0,0.1794778941319567,77.0,1.0,1
20.0,89.13561001813963,,1.0,0.28789547071666705,63.0,1.0,1
5.0,92.49187220789138,6.0,0.0,0.4426018535391618,42.0,0.0,1
32.0,70.11577551304663,9.0,1.0,0.18738291751426395,34.0,1.0,0
68.0,55.28369348869705,6.0,1.0,0.13436762297138585,46.0,1.0,0
16.0,102.50915772245418,0.0,0.0,0.2221329920526899,66.0,1.0,0
6.0,94.91328779949886,6.0,0.0,0.30615657038329863,34.0,1.0,0
56.0,121.81626304550016,1.0,0.0,0.2901673237633515,40.0,1.0,0
21.0,73.13205256553124,1.0,1.0,0.04523800908087898,71.0,0.0,0
40.0,124.19429090995258,8.0,1.0,0.37114317472757763,40.0,1.0,0
55.0,75.14947524287133,8.0,0.0,0.07704500007255992,23.0,1.0,0
29.0,87.97668445521823,9.0,1.0,0.5239581469726051,18.0,0.0,1
66.0,67.58700073645464,10.0,0.0,0.5878648204573012,64.0,0.0,1
68.0,83.97320230392387,3.0,0.0,0.16328736153653986,48.0,0.0,0
41.0,72.14386785973574,9.0,1.0,0.39717570702710936,19.0,0.0,0
32.0,80.8521967634204,9.0,0.0,0.5163084891899952,46.0,0.0,1
43.0,77.28934737391279,2.0,1.0,0.5006864245186138,38.0,1.0,0
36.0,136.06020079788416,4.0,,0.4901089992827461,40.0,1.0,0
4.0,45.25872398306512,3.0,0.0,0.2421274274540729,78.0,1.0,0
27.0,97.27505748770251,,0.0,0.34102094202025784,25.0,1.0,1
5.0,83.17386974754233,11.0,1.0,0.11775874360766365,46.0,1.0,1
8.0,131.5161442347644,,0.0,0.31193089190229,67.0,0.0,1
35.0,137.49862678748178,3.0,1.0,0.23267579602906313,59.0,0.0,0
60.0,120.51163881129017,5.0,0.0,0.09560949002240073,54.0,1.0,1
22.0,88.27731320864868,7.0,0.0,0.343483153428659,52.0,0.0,1
64.0,57.07431095249811,4.0,1.0,0.012023195790368868,,0.0,0
37.0,45.84683158968182,11.0,1.0,0.07018741894058747,43.0,1.0,0
31.0,101.89176578521932,10.0,0.0,0.3010468594500158,57.0,,0
51.0,71.63832761203372,11.0,1.0,0.013685290314983521,74.0,0.0,0
20.0,101.14224060359652,,1.0,0.2528407720188841,45.0,0.0,1
64.0,98.48731432537542,11.0,0.0,0.2149807093591006,24.0,0.0,0
,95.02398474656313,11.0,1.0,0.061519860868551435,28.0,1.0,1
3.0,114.12123000258055,6.0,1.0,0.12173982954580868,27.0,1.0,0
54.0,38.12511289116504,7.0,0.0,0.33468878769526716,51.0,0.0,1
17.0,71.02178240257226,2.0,1.0,0.14772159392193643,39.0,1.0,1
8.0,103.81071219787086,5.0,1.0,0.527593555429189,68.0,1.0,0
61.0,12.539610908626798,3.0,0.0,0.06526282444095102,51.0,1.0,0
48.0,60.21721144226302,6.0,1.0,0.08684422651488145,35.0,1.0,0
60.0,70.46021328199815,0.0,0.0,0.2499555212790269,35.0,1.0,0
,88.07945135299616,3.0,1.0,0.1192275580353622,37.0,1.0,0
50.0,63.4150790310366,0.0,1.0,0.11517393534523995,75.0,1.0,0
50.0,114.04154390833563,5.0,0.0,0.4673319210278426,75.0,0.0,0
57.0,130.2626823835137,7.0,1.0,0.15392972577449116,28.0,0.0,0
43.0,47.70167939399284,11.0,0.0,0.16315462828446797,42.0,0.0,1
0.0,70.73675581446159,9.0,0.0,0.6087579217494067,70.0,1.0,1
5.0,104.82639882525051,8.0,0.0,0.5792106220790642,21.0,1.0,1
26.0,51.37633027231934,5.0,0.0,0.10798957092352938,43.0,,1
9.0,99.38270323101585,4.0,0.0,0.3990498564762172,42.0,1.0,0
7.0,148.71053324638646,8.0,1.0,0.31680582794365925,36.0,0.0,0
27.0,64.64636877200998,5.0,1.0,0.5170467266922255,52.0,,0
55.0,45.32443489260593,4.0,1.0,0.5344625490865432,68.0,0.0,0
16.0,46.39487255660323,6.0,0.0,0.6896678959263187,18.0,1.0,1
45.0,73.16865346807921,9.0,1.0,0.2599021515886796,77.0,1.0,1
31.0,86.7556580239411,3.0,0.0,0.4320435541176968,65.0,1.0,0
23.0,87.37030202338839,,1.0,0.04028085259954568,43.0,0.0,1
30.0,,10.0,0.0,0.17047990814887573,29.0,0.0,0
66.0,24.37865483739074,6.0,1.0,0.28938531081454316,51.0,0.0,0
10.0,100.29309025593192,11.0,1.0,0.3458255062946263,80.0,1.0,1
30.0,53.55448138518217,1.0,0.0,0.6005188677381355,61.0,0.0,0
45.0,,7.0,1.0,0.36838182875377756,79.0,0.0,1
38.0,90.36852864833358,1.0,0.0,0.13644375589511767,56.0,0.0,0
29.0,71.13943359830012,10.0,0.0,0.17773864806190484,30.0,0.0,1
49.0,121.68038252270985,10.0,1.0,0.2516647216621104,21.0,0.0,1
18.0,99.29845787840473,7.0,0.0,0.3589527632257946,73.0,1.0,1
10.0,67.5010517989838,7.0,1.0,0.13691724368383001,33.0,1.0,0
57.0,40.00120610463503,6.0,1.0,0.2949530936768981,51.0,0.0,0
25.0,104.76662147415043,11.0,1.0,0.297538117967377,63.0,0.0,1
31.0,87.82819113871088,9.0,1.0,0.0426125343394339,58.0,0.0,0
38.0,142.5445481943255,2.0,1.0,0.41499602017954995,51.0,0.0,0
13.0,81.78387569060286,5.0,0.0,,36.0,0.0,1
10.0,136.72852064327625,4.0,0.0,0.10147250257827382,,1.0,0
12.0,69.44210636329873,10.0,1.0,0.1425497649809155,29.0,1.0,1
41.0,37.98885432486002,0.0,1.0,0.41832973881023794,33.0,0.0,0
14.0,85.98584769185472,11.0,0.0,0.02911678027708515,53.0,1.0,1
63.0,92.53121348627096,7.0,1.0,0.12853130332975599,68.0,1.0,0
69.0,76.81664748965063,3.0,0.0,0.06950623756602013,37.0,0.0,0
67.0,117.51060477584058,5.0,1.0,0.511096192804606,71.0,1.0,1
0.0,21.642113296028782,8.0,0.0,0.09472122826632756,35.0,0.0,1
14.0,98.48344623359247,5.0,0.0,0.3491821634480319,38.0,0.0,0
56.0,116.41706304300854,7.0,0.0,0.35683485855965585,20.0,1.0,0
5.0,143.8459963966627,11.0,0.0,0.2541496712201656,33.0,0.0,0
36.0,61.49449370331372,0.0,1.0,0.269111979078615,75.0,0.0,0
54.0,78.10390220332393,1.0,0.0,0.24124423824354566,41.0,0.0,0
18.0,106.9102430101001,11.0,0.0,0.18773331412964547,74.0,0.0,1
64.0,67.52165883851113,2.0,1.0,0.22115063804645407,42.0,1.0,0
57.0,121.2249443660171,6.0,0.0,0.491462756964869,44.0,1.0,1
48.0,26.206888501075767,0.0,1.0,0.05447657693367011,75.0,1.0,0
7.0,57.079965430631034,0.0,1.0,0.4687333704414438,63.0,1.0,1
16.0,47.06820680170883,8.0,0.0,0.3384183675305893,40.0,0.0,1
54.0,91.04101596727541,1.0,,0.6735738539821666,60.0,1.0,1
29.0,85.23254197619707,,1.0,0.5455981031496882,63.0,1.0,0
52.0,83.16216376934645,6.0,1.0,0.2939791166107942,62.0,1.0,0
38.0,86.22042245181024,10.0,1.0,0.5624676922049148,65.0,1.0,1
47.0,48.79300826497552,2.0,1.0,0.04769664125725925,69.0,1.0,1
57.0,87.99470531671822,9.0,1.0,0.1797224464680779,62.0,1.0,1
39.0,109.80519619816823,7.0,0.0,0.05735942509327555,78.0,0.0,0
12.0,53.70838648445279,2.0,1.0,0.28347129292848594,49.0,1.0,0
44.0,48.28297066799646,0.0,1.0,0.7332031764020712,64.0,0.0,0
12.0,139.00586917538396,5.0,1.0,0.21834645878202455,48.0,0.0,0
62.0,92.80335721524352,10.0,0.0,0.5438571454361047,71.0,1.0,1
22.0,10.0,9.0,1.0,0.24577096430419273,80.0,1.0,1
40.0,130.39680260367183,6.0,1.0,0.11986484290683642,72.0,1.0,1
49.0,64.57583525649704,9.0,0.0,0.12429524818471359,72.0,0.0,1
60.0,112.50935477269614,0.0,1.0,0.2980707315779924,54.0,0.0,0
,105.21995325177292,9.0,0.0,0.340111369179801,71.0,1.0,0
20.0,45.08279080707757,1.0,1.0,0.21319047885717993,32.0,1.0,0
13.0,79.31932924732104,3.0,1.0,0.2605858678028631,29.0,0.0,0
41.0,51.57476915301175,10.0,0.0,0.25857909877695334,71.0,1.0,1
46.0,135.45409263682657,3.0,0.0,0.25389670301166184,51.0,0.0,0
2.0,74.06857519082573,11.0,1.0,0.1817143579023775,55.0,0.0,1
3.0,69.88460441091942,8.0,1.0,0.1856645964136361,72.0,1.0,1
15.0,,6.0,0.0,0.3619447707565249,68.0,0.0,1
67.0,68.59621156121152,9.0,0.0,0.08969501681861669,52.0,0.0,1
14.0,108.75337135442271,1.0,0.0,0.22352055996247402,61.0,1.0,1
58.0,52.350351964693175,5.0,1.0,0.15524592273596258,68.0,0.0,0
45.0,90.0688243444425,4.0,0.0,0.26065762338197396,57.0,1.0,0
62.0,126.76504763270674,2.0,0.0,0.2352096293688492,34.0,0.0,0
62.0,109.77500960657324,2.0,1.0,0.27231097121177084,49.0,0.0,0
19.0,10.0,3.0,0.0,0.2709832543967801,58.0,1.0,0
46.0,122.85110620806321,0.0,1.0,0.5620982665263842,74.0,1.0,0
50.0,57.845182305065265,2.0,1.0,0.35665666238346144,45.0,0.0,0
4.0,102.59988157824118,11.0,1.0,0.1260451037402588,77.0,1.0,1
17.0,123.36753631630552,10.0,1.0,0.2874877321065111,50.0,0.0,1
29.0,18.068808929751512,,1.0,0.7792692303190257,,1.0,0
57.0,,1.0,1.0,0.40221482830094024,49.0,1.0,0
40.0,110.24320042998396,6.0,1.0,0.4001366546659196,33.0,1.0,0
21.0,73.68202332733942,4.0,0.0,0.10921280735696913,78.0,1.0,1
33.0,110.52009296218569,6.0,1.0,0.06914635430976487,57.0,1.0,0
69.0,76.69918540718882,10.0,0.0,0.12401601651665894,54.0,1.0,1
32.0,47.04144599451934,4.0,0.0,0.12320458205778378,42.0,0.0,0
35.0,102.21241096073305,0.0,0.0,0.4945152898501253,29.0,0.0,0
71.0,52.70772433006468,4.0,0.0,0.4269576687805994,62.0,0.0,1
14.0,105.26287979770476,9.0,1.0,0.07487290728352566,45.0,1.0,0
5.0,68.16817216922226,6.0,1.0,0.2148412095769765,68.0,1.0,1
13.0,102.6339061753976,10.0,1.0,0.4574892161372945,69.0,1.0,1
64.0,39.02066985190656,9.0,0.0,0.27800707167159594,78.0,0.0,1
33.0,94.98657566891906,6.0,0.0,0.2333690284806939,56.0,0.0,1
52.0,85.67149984025137,10.0,0.0,0.2346962684623018,28.0,0.0,1
51.0,116.26042421172113,9.0,,0.1285965799617376,22.0,1.0,1
22.0,88.98589562256156,4.0,0.0,0.16346625518019925,78.0,1.0,1
64.0,97.0291428848558,5.0,0.0,0.12660151135709766,34.0,0.0,0
2.0,118.02601711787375,10.0,0.0,0.23745499110232804,74.0,0.0,1
65.0,108.16531290392889,3.0,0.0,0.5172792816990794,38.0,0.0,0
71.0,177.56968790658544,7.0,0.0,0.5329735599213031,50.0,0.0,1
3.0,49.223466090542324,10.0,0.0,0.4040205020568796,57.0,1.0,1
16.0,61.619283977387894,8.0,1.0,0.6453342530214491,26.0,1.0,1
43.0,93.75130519015005,1.0,1.0,0.6158499380524539,68.0,0.0,0
19.0,108.54430270915768,6.0,1.0,0.37877183915213475,61.0,1.0,0
36.0,80.96683215971842,8.0,0.0,0.02847485496390365,42.0,0.0,0
38.0,60.02659504841145,7.0,1.0,0.3662089112102876,74.0,1.0,1
56.0,93.7025307209745,9.0,1.0,0.18849867292452663,47.0,1.0,0
18.0,86.48184113937228,2.0,0.0,0.49709077557646353,24.0,0.0,0
27.0,93.8084914545341,11.0,1.0,0.20885229623737372,30.0,1.0,1
4.0,135.77902646316414,8.0,0.0,0.40018328586985935,26.0,0.0,1
28.0,71.3403325218544,8.0,1.0,0.19490709252081084,65.0,0.0,1
69.0,48.86084755431338,6.0,0.0,0.012059635450422414,37.0,0.0,0
34.0,73.63194722768154,11.0,0.0,0.5643457925379048,20.0,0.0,1
26.0,70.24468352453152,10.0,0.0,0.1283919753579931,58.0,0.0,1
68.0,97.38325959402054,2.0,1.0,0.3406569753912498,41.0,0.0,1
57.0,122.06372417523217,9.0,0.0,0.4408528918174062,35.0,0.0,1
31.0,68.14626889998743,9.0,0.0,0.4177697698623102,49.0,1.0,1
65.0,97.54874651876685,2.0,1.0,0.16334536903831526,33.0,1.0,0
4.0,83.52369148717945,3.0,1.0,0.3266947390733906,21.0,1.0,0
68.0,107.30421989481529,5.0,1.0,0.2899939293618116,23.0,0.0,0
43.0,47.40006661296776,11.0,1.0,0.38117648399895715,22.0,1.0,1
13.0,118.41107103230937,3.0,1.0,0.409325128116829,46.0,1.0,1
44.0,98.06212315301701,4.0,1.0,0.26227869321517355,63.0,0.0,0
50.0,107.1583809715944,6.0,0.0,0.2505296022405254,24.0,0.0,0
55.0,52.63400578302339,3.0,1.0,0.1824444078681504,44.0,1.0,0
34.0,10.0,11.0,0.0,0.15776173422209128,32.0,0.0,1
65.0,45.167022117739656,10.0,1.0,,45.0,1.0,1
21.0,77.55147364259562,1.0,0.0,0.03007859083491868,18.0,0.0,0
,90.04618108838253,8.0,1.0,0.3439844493505564,62.0,,0
4.0,58.57915603566535,11.0,0.0,0.4843953740158684,54.0,1.0,1
69.0,138.80253421858663,8.0,0.0,0.07226065619515838,75.0,0.0,1
29.0,51.95010658654509,1.0,1.0,0.1524861306107493,76.0,0.0,0
18.0,85.94075531861827,3.0,1.0,0.17634428940490804,52.0,1.0,0
58.0,80.22621925422854,0.0,1.0,0.6462132677528393,52.0,0.0,0
48.0,40.8039119972342,5.0,0.0,0.39363339090911303,20.0,0.0,0
68.0,68.95783363358896,0.0,0.0,0.36590681590388074,58.0,1.0,0
17.0,87.0133657788133,10.0,1.0,0.326752082407816,34.0,0.0,1
69.0,112.76252623326636,7.0,0.0,0.5835335048583694,62.0,1.0,0
18.0,65.81987715483699,9.0,1.0,0.18393336086646192,40.0,1.0,1
,107.96138884511868,6.0,1.0,0.36571225051382034,33.0,0.0,0
10.0,77.75451828070958,11.0,0.0,0.18384114481082622,45.0,0.0,1
20.0,98.57803216644142,4.0,0.0,0.12331562506053202,47.0,1.0,1
14.0,143.68542388680999,0.0,0.0,0.04045356681378563,76.0,0.0,1
65.0,51.36561241825016,11.0,1.0,0.2091451265904198,43.0,1.0,0
15.0,120.05681377180221,0.0,1.0,0.12471517610271404,77.0,0.0,0
24.0,66.2153479883778,3.0,1.0,0.3009391300750642,52.0,,0
28.0,98.33953250541536,2.0,1.0,0.40413324745806084,76.0,0.0,0
23.0,116.04165438967274,2.0,1.0,0.1829213580470064,59.0,1.0,1
62.0,46.57733879784744,4.0,1.0,0.33317494251905183,27.0,1.0,0
23.0,120.4120910368395,2.0,1.0,0.3570079579781981,38.0,1.0,0
68.0,96.52118127178338,5.0,0.0,0.3340761383052296,43.0,1.0,0
27.0,32.98757538188076,3.0,0.0,0.045967170741319285,52.0,1.0,0
60.0,45.960236149979124,5.0,0.0,0.43419984062360384,18.0,0.0,0
54.0,116.72431161062129,7.0,0.0,0.17881753904653216,30.0,1.0,0
49.0,144.25332527661607,10.0,0.0,0.4541495923615585,20.0,0.0,1
18.0,75.51156753396292,2.0,,0.39976410670759877,34.0,0.0,1
21.0,86.2546315444747,10.0,1.0,0.3401113991217994,52.0,0.0,1
62.0,99.47060570455577,6.0,0.0,0.28202010846362024,28.0,0.0,0
42.0,100.14323905462344,3.0,0.0,0.0684365433012839,35.0,1.0,0
32.0,99.24644254188868,8.0,0.0,0.27706091350933715,64.0,1.0,1
23.0,79.15243576668416,1.0,0.0,,72.0,1.0,0
46.0,58.33560600577938,8.0,0.0,0.06930166388397155,38.0,1.0,1
42.0,106.30112272211682,11.0,0.0,0.2843438371501987,43.0,0.0,1
47.0,107.71807381118137,9.0,1.0,0.4812020021994105,22.0,0.0,0
48.0,107.52494648882816,3.0,0.0,0.16847557147364897,75.0,1.0,0
57.0,113.29268639432456,0.0,1.0,0.3760025102168683,75.0,1.0,0
62.0,38.272599627526176,10.0,0.0,0.3990284282491727,28.0,1.0,1
31.0,71.60542065323254,1.0,1.0,0.09980491209472496,65.0,0.0,0
34.0,,4.0,1.0,0.101497800198179,75.0,1.0,0
42.0,122.73674237939376,1.0,1.0,0.28777639793018,31.0,1.0,0
14.0,114.45183349216833,6.0,1.0,0.0830120617035678,29.0,1.0,1
71.0,87.42649421832209,7.0,1.0,0.4779868847489618,25.0,1.0,1
2.0,82.78800637942095,10.0,0.0,0.2563161232418888,58.0,1.0,0
30.0,81.95095330454642,5.0,1.0,0.5601354688411785,21.0,1.0,0
42.0,56.70689953408318,4.0,0.0,0.0807485482327298,51.0,1.0,0
34.0,71.67268625448024,7.0,0.0,0.7272526534529222,40.0,1.0,0
4.0,34.25772995046,4.0,0.0,0.3107342802881863,54.0,0.0,1
1.0,104.86539772639564,8.0,0.0,0.14998738430635405,76.0,0.0,1
64.0,138.5373214264461,1.0,1.0,0.18992742133990814,35.0,1.0,0
17.0,93.86695923695372,10.0,0.0,0.06507204367141126,52.0,0.0,1
60.0,103.76165425569584,5.0,0.0,0.19776258439113817,47.0,0.0,1
53.0,73.39130134368622,2.0,1.0,0.13793716682406515,49.0,1.0,0
20.0,44.87275498829475,0.0,1.0,0.1678064359320365,73.0,0.0,0
42.0,90.91050678434871,0.0,0.0,0.2970219623239637,48.0,0.0,0
32.0,18.274840262877177,1.0,0.0,0.07220235382934986,69.0,1.0,0
36.0,38.58663763449673,9.0,0.0,0.3800074441352247,32.0,0.0,1
25.0,102.95093496212358,2.0,1.0,0.06176424238796661,38.0,0.0,0
49.0,63.80891726880833,11.0,1.0,0.13694008184747078,37.0,0.0,0
38.0,53.932230981885326,11.0,0.0,0.4180304193938338,30.0,0.0,1
3.0,61.34017481716296,8.0,1.0,0.4136638521166094,62.0,1.0,1
25.0,141.31228160009104,11.0,1.0,0.1682066960674088,,1.0,0
